Bathrooms,Bedrooms,Floor area,Furnishing,Parkings,Price,Swimming pool,Type,State,PostalCode
2,3,1512,0,1,39000000,0,0,0,10107
2,3,1512,0,1,37000000,0,0,0,10107
2,3,1376,0,1,37000000,0,0,0,10107
2,3,1376,0,1,37000000,0,0,0,10107
2,3,1512,0,1,37000000,0,0,0,10107
2,3,1376,0,1,37000000,0,0,0,10107
2,3,1376,0,1,37000000,0,0,0,10107
2,3,1512,0,1,37000000,0,0,0,10107
2,3,1500,0,1,35000000,0,0,0,10107
2,3,1500,0,1,35000000,0,0,0,10107
2,3,1512,0,1,35000000,0,0,0,10107
2,3,1500,0,1,35000000,0,0,0,10107
2,3,1512,0,1,35000000,0,0,0,10107
2,3,1384,0,1,34000000,1,0,0,10107
2,3,1500,0,1,33500000,0,0,0,10107
3,3,1500,0,1,33000000,0,0,0,10107
2,3,1500,0,1,33000000,1,0,0,10107
3,3,1500,0,1,33000000,0,0,0,10107
3,3,1500,0,1,33000000,0,0,0,10107
2,3,1329,0,1,32000000,1,0,1,10107
2,3,1329,0,1,31500000,0,0,0,10107
2,3,1329,0,1,31500000,0,0,0,10107
2,3,1329,0,1,31500000,0,0,0,10107
2,3,1329,0,1,31500000,0,0,0,10107
2,3,1329,0,1,31500000,0,0,0,10107
2,3,1395,0,1,26000000,0,0,0,10107
2,3,1395,0,1,26000000,0,0,0,10107
2,3,1400,0,1,25000000,1,0,0,10120
2,3,1065,0,1,27500000,1,0,0,10120
3,3,1500,1,1,28500000,1,0,1,10120
3,3,1800,1,1,37500000,0,0,0,10120
2,3,1000,0,1,16000000,0,0,0,10120
2,2,1000,0,1,16000000,0,0,0,10120
3,2,1250,0,1,23000000,0,0,1,10350
2,2,815,1,1,14500000,0,0,0,10350
2,2,1050,0,1,16500000,0,0,1,10350
2,3,1150,0,1,23000000,0,0,0,10350
2,3,1350,0,1,20000000,0,0,0,10350
2,3,1200,0,1,19000000,0,0,0,10350
2,2,860,0,1,17000000,0,0,0,10350
3,3,1350,0,1,22500000,0,0,0,10350
2,2,925,1,1,17500000,0,0,0,10350
2,3,1563,0,1,32000000,1,0,0,10350
2,3,1150,0,1,28500000,1,0,0,10350
5,4,4000,0,6,170000000,0,1,0,00600
3,4,3000,1,2,150000000,0,1,0,00500
3,4,3200,0,2,130000000,0,1,0,00600
4,4,4500,1,6,120000000,0,1,0,00101
4,5,4200,1,2,120000000,0,1,0,00500
4,5,4500,0,2,90000000,0,1,0,10107
4,5,3600,0,3,68000000,0,1,0,00101
3,5,3200,1,2,68000000,0,1,0,10107
4,4,3500,1,4,68000000,0,1,0,10350
5,3,3000,0,2,65000000,0,1,0,00101
5,4,3500,1,2,60000000,0,1,0,10120
4,4,3800,0,2,58000000,0,1,1,10350
3,3,1700,0,1,52000000,0,1,0,10350
4,4,3000,0,2,48000000,0,1,1,10350
3,5,2370,0,2,44000000,0,1,0,00600
6,5,3092,0,6,42000000,0,1,0,10107
2,5,2500,0,1,36000000,0,1,0,10350
2,4,2800,0,4,35000000,0,1,0,10120
2,3,1850,0,2,35000000,0,1,0,10350
3,6,4000,0,2,30000000,0,1,0,10120
2,4,2500,0,2,28000000,0,1,0,10107
3,5,2350,0,2,27000000,0,1,0,10350
3,4,1700,0,1,26000000,0,1,0,10350
2,4,1200,0,2,21000000,0,1,0,10350
4,5,4000,1,7,43000000,1,1,0,10350
2,3,4000,0,6,50500000,0,1,1,00101
6,8,7400,1,6,160000000,0,1,0,00101
6,7,11000,1,6,75000000,1,1,0,00101
2,3,2000,0,6,45000000,0,1,0,00101
3,4,4000,0,6,210000000,0,1,0,00300
7,9,9500,0,6,460000000,0,1,0,00400
7,9,5300,1,6,220000000,0,1,0,00400
7,8,9500,0,6,483000000,0,1,0,00500
10,12,13500,1,6,250000000,0,1,0,00600
13,15,16000,1,6,250000000,0,1,0,00600
5,7,15000,1,6,700000000,0,1,1,00700
7,8,11715,0,6,600000000,1,1,1,00700
5,7,11715,0,6,600000000,1,1,1,00700
4,5,4000,0,6,214500000,0,1,0,00700
3,5,4000,0,6,175000000,0,1,0,00800
4,4,12150,0,6,450000000,1,1,0,10107
8,9,12000,0,6,110000000,0,1,0,10107
8,8,12000,1,6,130000000,0,1,1,10107
4,4,4000,1,6,150000000,1,1,1,10120
4,5,3500,0,6,75000000,0,1,0,10120
3,4,4000,1,6,150000000,1,1,1,10120
5,5,8600,0,6,375000000,1,1,1,10120
3,4,3500,0,6,34000000,0,1,0,10120
5,6,4012,1,6,110000000,0,1,1,10120
4,5,4500,0,6,95000000,0,1,0,10350
3,5,3200,0,6,57000000,0,1,0,10350
3,5,4000,0,6,16000000,0,1,0,10400
4,6,6500,1,6,90000000,0,1,0,10400
4,5,6500,0,6,90000000,0,1,0,10400
4,5,4600,0,6,28000000,0,1,0,10400
3,4,1500,0,6,38000000,0,1,0,10400
2,4,2000,0,6,17500000,0,1,0,10400
3,4,2500,0,6,19000000,0,1,0,10400
5,7,4000,0,5,65000000,0,1,0,00101
3,4,4500,1,5,40000000,0,1,0,00101
4,6,4500,0,5,69000000,0,1,1,00101
4,4,4000,0,5,232000000,0,1,0,00500
3,3,3000,0,5,140000000,0,1,0,00500
5,5,4500,0,5,189000000,0,1,0,00700
4,5,3000,0,5,50000000,0,1,0,01500
6,7,7800,0,5,320000000,1,1,0,10120
5,6,3700,0,5,118000000,0,1,0,10120
3,5,4000,0,5,60000000,0,1,0,10120
4,5,4800,1,5,77500000,1,1,1,10120
4,5,5950,0,5,170000000,0,1,0,10120
4,5,5950,1,5,170000000,0,1,0,10120
2,5,6000,0,5,80000000,0,1,0,10120
5,6,5000,0,5,60000000,0,1,0,10350
6,7,7500,1,5,150000000,1,1,0,10350
7,8,2000,0,5,67000000,0,1,1,10350
10,12,8000,1,4,600000000,0,1,0,00300
12,14,10000,1,4,229999990,1,1,0,00300
5,4,4100,0,4,150000000,0,1,0,00300
3,4,3000,0,4,120000000,0,1,0,00400
4,4,5000,0,4,260000000,0,1,0,00500
4,4,6800,1,4,249000000,1,1,0,00500
8,8,9000,1,4,240000000,1,1,0,00500
5,6,4000,1,4,165000000,0,1,0,00500
3,3,38750,1,4,105000000,0,1,0,00500
4,5,4500,0,4,145000000,0,1,1,00600
6,7,6000,0,4,450000000,0,1,0,00700
5,5,6500,0,4,450000000,0,1,0,00700
6,7,4000,1,4,180000000,0,1,0,00700
3,4,5000,0,4,345000000,0,1,0,00800
6,8,10000,1,4,220000000,1,1,0,00800
4,4,4500,0,4,45000000,0,1,0,01500
4,5,4655,0,4,70000000,0,1,0,10107
5,5,6600,0,4,175000000,1,1,1,10120
4,4,5000,0,4,125000000,1,1,0,10120
5,4,4800,0,4,110000000,0,1,0,10120
5,5,6600,0,4,180000000,1,1,1,10120
3,4,4000,0,4,70000000,0,1,1,10120
4,4,3200,0,4,42500000,0,1,1,10120
3,5,2600,0,4,30000000,0,1,0,10120
5,6,3800,0,4,30000000,0,1,1,10120
2,3,2400,0,4,24500000,0,1,1,10120
5,7,5200,0,4,33000000,0,1,0,10120
4,4,3317,0,4,70000000,0,1,0,10350
4,4,3317,1,4,70000000,0,1,1,10350
2,3,2500,1,4,67570000,0,1,0,10350
6,7,5000,0,4,70000000,0,1,1,10400
4,4,3200,0,4,25000000,0,1,1,10400
4,5,3500,0,4,35000000,0,1,0,10400
3,4,2600,0,3,35000000,0,1,0,00101
5,5,6300,1,3,130000000,1,1,0,00101
3,4,2000,0,3,42000000,0,1,0,00101
4,4,4850,0,3,68000000,0,1,1,00101
2,4,4500,0,3,63000000,0,1,0,00101
2,3,4500,0,3,69000000,0,1,0,00101
3,4,4500,0,3,69000000,0,1,1,00101
3,4,3500,0,3,39500000,0,1,0,00101
3,4,3000,0,3,31500000,0,1,0,00101
5,7,4300,0,3,247000000,0,1,0,00500
5,4,6000,1,3,225000000,0,1,0,00500
4,4,5800,1,3,215000000,0,1,0,00500
5,5,4600,0,3,180000000,0,1,1,00500
5,5,4600,0,3,180000000,0,1,1,00500
5,4,4500,1,3,180000000,1,1,0,00500
4,5,4600,0,3,170000000,0,1,1,00500
3,4,3500,1,3,110000000,1,1,0,00500
3,4,4000,0,3,98000000,0,1,0,00500
3,4,3200,0,3,90000000,0,1,0,00500
2,3,3000,0,3,80000000,0,1,0,00500
3,5,2500,0,3,15000000,0,1,0,00500
3,4,3000,0,3,102000000,0,1,0,00600
5,7,3000,0,3,80000000,0,1,0,00600
2,4,4000,0,3,334500000,0,1,0,00700
4,4,2903,0,3,300000000,0,1,0,00700
5,5,3400,0,3,295000000,0,1,0,00700
3,4,2700,0,3,225000000,0,1,0,00700
5,9,4500,1,3,150000000,1,1,0,00800
4,6,3300,0,3,65000000,0,1,0,00800
4,5,4500,0,3,100000000,0,1,0,10107
4,5,4500,1,3,90000000,0,1,0,10107
3,4,6000,1,3,85000000,0,1,1,10107
4,4,4000,0,3,180000000,1,1,0,10107
4,5,3600,0,3,110000000,0,1,0,10107
4,5,2900,0,3,30000000,0,1,0,10120
3,4,3500,0,3,65000000,0,1,0,10120
5,5,4000,1,3,175000000,0,1,0,10120
5,7,6000,0,3,150000000,1,1,0,10120
3,5,3000,0,3,37000000,0,1,0,10120
5,5,3400,0,3,36000000,0,1,1,10120
3,4,2600,0,3,28000000,0,1,1,10120
2,4,2500,0,3,28000000,0,1,1,10120
5,5,6000,0,3,195000000,1,1,1,10120
4,6,5500,0,3,160000000,1,1,0,10120
2,4,1500,0,3,53235000,0,1,0,10120
3,5,2800,0,3,35000000,0,1,0,10120
3,3,2000+,0,3,75000000,0,1,0,10350
3,4,2800,0,3,60000000,0,1,0,10350
6,7,9000,0,3,74500000,0,1,0,10350
3,5,3000,0,3,33000000,0,1,0,10350
6,5,3800,0,3,52000000,1,1,0,10350
4,5,3000,0,3,59000000,1,1,0,10350
6,7,7000,1,3,70000000,1,1,0,10350
4,6,3330,0,3,98000000,0,1,0,10350
4,4,2400,0,3,245000000,0,1,1,10400
3,4,4000,0,3,45000000,0,1,0,10400
2,2,2200,0,3,28000000,0,1,0,10400
4,5,3800,0,3,55000000,0,1,1,10400
3,4,2500,0,2,25900000,0,1,0,00101
3,5,1500,0,2,70000000,0,1,0,00101
2,3,1400,0,2,45000000,0,1,0,00101
2,3,1400,0,2,42000000,0,1,0,00101
3,3,2500,0,2,23500000,1,1,0,00101
1,2,1400,0,2,32000000,0,1,0,00101
3,4,3000,0,2,28000000,0,1,0,00101
3,4,4500,0,2,69000000,0,1,1,00101
3,4,3900,0,2,73000000,0,1,0,00101
3,5,3000,0,2,37000000,0,1,0,00101
4,4,4500,0,2,69000000,0,1,1,00101
3,4,2300,0,2,27500000,0,1,0,00101
4,4,1500,1,2,100800000,0,1,0,00200
4,4,3500,1,2,210000000,0,1,0,00300
4,5,3800,0,2,160000000,0,1,0,00300
5,6,3500,0,2,150000000,0,1,0,00300
3,3,2000,0,2,55000000,0,1,0,00300
3,4,2000,0,2,11000000,0,1,0,00300
4,4,3250,0,2,130000000,0,1,0,00400
5,3,6000,1,2,300000000,1,1,0,00500
4,5,4000,0,2,195000000,0,1,0,00500
5,5,5000,1,2,160000000,1,1,0,00500
3,5,3500,0,2,150000000,0,1,0,00500
3,4,3000,1,2,140000000,1,1,0,00500
3,4,3350,0,2,140000000,0,1,0,00500
3,5,3100,1,2,135000000,0,1,0,00500
4,5,4000,0,2,125000000,0,1,0,00500
3,5,4500,1,2,120000000,1,1,0,00500
4,6,4200,1,2,120000000,0,1,0,00500
3,4,4500,0,2,105000000,0,1,0,00500
5,6,3000,0,2,100000000,0,1,0,00500
3,4,2700,0,2,85000000,0,1,0,00500
3,3,2200,0,2,60000000,0,1,0,00500
3,4,3500,0,2,190000000,0,1,0,00600
2,4,2500,0,2,161500000,0,1,0,00600
4,4,5200,0,2,150000000,0,1,0,00600
3,4,2764,0,2,130000000,0,1,0,00600
4,4,4500,1,2,125000000,0,1,0,00600
4,6,2800,0,2,95000000,0,1,0,00600
3,5,3000,0,2,6500,0,1,1,00600
4,4,3638,1,2,278500000,0,1,0,00700
4,4,3500,0,2,250000000,1,1,0,00700
4,5,4000,0,2,225000000,0,1,0,00700
6,7,5000,0,2,130000000,0,1,0,00700
2,3,1500,0,2,91000000,0,1,0,00700
3,5,3000,0,2,118500000,0,1,0,00800
3,4,2700,0,2,85000000,0,1,0,00800
4,6,3500,0,2,35000000,0,1,0,01500
4,4,5000,0,2,180000000,0,1,0,10107
5,4,4000,0,2,87000000,0,1,0,10107
5,4,4000,0,2,87000000,0,1,0,10107
3,5,3200,0,2,68000000,0,1,0,10107
4,5,4000,0,2,28000000,0,1,0,10107
2,4,2800,0,2,30000000,0,1,0,10107
2,4,3400,0,2,19800000,0,1,0,10107
4,4,3800,0,2,50000000,0,1,1,10107
3,3,3000,1,2,44000000,0,1,0,10107
2,5,1800,0,2,33000000,0,1,0,10107
4,4,4000,1,2,63000000,1,1,0,10107
5,5,3000,1,2,75000000,0,1,0,10107
3,3,2000,0,2,20000000,0,1,1,10107
3,4,5700,0,2,170000000,0,1,1,10107
5,5,3000,0,2,75000000,0,1,0,10107
5,4,4800,0,2,57000000,0,1,1,10107
5,5,4500,0,2,155000000,1,1,1,10120
5,4,5544,0,2,155000000,1,1,1,10120
5,4,3500,0,2,56000000,0,1,0,10120
3,4,2500,0,2,53235000,0,1,0,10120
3,4,4000,0,2,50000000,0,1,0,10120
4,4,3000,0,2,36500000,0,1,1,10120
3,4,2200,1,2,35000000,0,1,0,10120
4,4,4000,1,2,125000000,1,1,1,10120
3,4,5000,1,2,120000000,1,1,0,10120
4,4,3500,0,2,30000000,0,1,0,10120
3,5,4012,0,2,90000000,0,1,0,10120
5,5,4500,0,2,58625000,0,1,0,10120
4,4,4000,1,2,120000000,0,1,0,10120
3,3,4000,0,2,53000000,0,1,0,10120
4,4,3926,0,2,35000000,0,1,0,10120
4,4,5000,1,2,35000000,1,1,0,10120
4,4,2600,1,2,28000000,1,1,0,10120
4,4,2800,0,2,36500000,1,1,0,10120
3,4,4000,0,2,50000000,0,1,0,10120
3,4,4000,0,2,55000000,0,1,0,10120
3,4,3200,0,2,48500000,0,1,1,10120
3,4,3200,0,2,48500000,0,1,1,10120
3,4,3000,0,2,26000000,0,1,0,10120
2,3,2100,0,2,21000000,0,1,0,10120
5,5,3000,0,2,39000000,0,1,0,10120
2,4,2800,0,2,31000000,0,1,0,10120
3,3,3500,0,2,70000000,0,1,0,10120
4,5,3000,0,2,33000000,0,1,0,10120
3,4,3500,0,2,55000000,0,1,0,10120
3,3,2500,0,2,29000000,0,1,0,10120
4,4,2650,0,2,52000000,0,1,0,10120
9,10,5000,0,2,66000000,0,1,0,10120
4,4,3500,0,2,36000000,0,1,0,10120
4,4,4500,1,2,48000000,0,1,0,10120
6,8,9000,0,2,49000000,0,1,0,10120
4,4,4200,0,2,40000000,0,1,1,10120
4,4,3500,0,2,48500000,0,1,0,10120
3,4,2340,0,2,36000000,0,1,1,10350
2,4,2600,0,2,26000000,0,1,0,10350
3,5,2000,0,2,38000000,0,1,0,10350
4,4,2340,0,2,36000000,0,1,1,10350
4,4,6000,1,2,60000000,0,1,0,10350
3,4,2200,0,2,35500000,0,1,1,10350
4,6,4000,0,2,50000000,0,1,0,10350
3,3,1700,0,2,38000000,0,1,0,10350
3,4,3000,0,2,52000000,0,1,0,10350
4,4,3400,1,2,76000000,0,1,0,10350
4,3,2700,0,2,60000000,0,1,0,10350
4,6,3000,0,2,38000000,0,1,0,10350
2,3,2500,0,2,28080000,0,1,0,10350
5,5,3200,0,2,50000000,0,1,1,10350
6,4,2400,0,2,39000000,0,1,0,10350
6,4,2400,0,2,38000000,0,1,0,10350
4,5,4800,0,2,28000000,0,1,0,10400
3,4,1500,0,2,25000000,0,1,0,10400
1,2,2500,1,2,9900000,0,1,0,10400
2,3,1633.5,0,2,16000000,0,1,0,10400
1,3,15001,0,2,40000000,0,1,0,10400
3,5,4000,0,2,44000000,0,1,1,10400
4,5,2600,0,2,17500000,0,1,0,10400
1,2,1100,0,1,11500000,0,1,0,00100
2,3,4500,0,1,69000000,0,1,0,00101
2,2,1126,0,1,72000000,1,1,1,00200
5,7,5000,0,1,135000000,0,1,0,00400
2,3,1550,0,1,49000000,1,1,1,00400
2,3,1000,1,1,28900000,1,1,0,00400
5,7,5000,1,1,285000000,0,1,0,00500
3,4,2800,0,1,220000000,0,1,0,00500
2,4,2500,0,1,150000000,0,1,0,00500
3,4,2600,0,1,135000000,0,1,0,00500
3,5,3000,0,1,135000000,0,1,0,00500
3,5,2500,0,1,135000000,0,1,0,00500
8,10,6000,0,1,128000000,0,1,0,00500
6,7,3600,0,1,105000000,0,1,0,00500
3,3,1700,1,1,46000000,1,1,1,00500
2,3,1525,0,1,40000000,1,1,0,00500
3,2,2200,0,1,52500000,0,1,0,00600
3,2,2800,0,1,48000000,1,1,0,00600
3,4,2000,0,1,10000000,0,1,1,00600
2,2,984,1,1,43000000,0,1,1,00700
1,2,800,0,1,6800000,0,1,0,01400
2,4,3500,1,1,27000000,0,1,1,10107
2,3,2000,0,1,29000000,1,1,0,10107
3,4,3800,0,1,65000000,0,1,0,10120
3,4,1850,1,1,17500000,0,1,0,10120
4,5,2740,0,1,36000000,0,1,0,10120
2,4,1500,0,1,12700000,0,1,0,10120
2,3,3600,0,1,80000000,0,1,1,10350
4,6,3000,0,1,46000000,0,1,0,10350
4,5,3700,1,1,56000000,0,1,0,10350
4,4,6600,0,1,60000000,0,1,0,10350
3,4,1700,0,1,33000000,0,1,0,10350
2,3,2000,0,1,22000000,0,1,0,10400
2,3,1558,0,1,21000000,1,1,1,10400
3,5,4000,0,1,40000000,0,1,0,10400
4,5,3000,0,2,125000000,0,1,0,00100
2,4,2860,0,2,58000000,0,1,0,00101
6,7,6750,0,3,57000000,0,1,0,00101
4,4,3200,0,2,42000000,0,1,1,00101
3,5,2500,0,1,45000000,0,1,0,00101
2,3,4500,0,3,57000000,0,1,0,00101
3,4,3500,0,2,50000000,0,1,0,00101
3,4,2500,0,2,80000000,0,1,0,00101
3,4,2500,0,2,80000000,0,1,0,00101
3,4,2500,0,2,80000000,0,1,0,00101
3,5,3000,0,2,55000000,0,1,0,00101
3,5,3000,0,2,55000000,0,1,0,00101
3,3,5000,0,3,95000000,0,1,0,00101
3,3,2700,0,2,36000000,0,1,0,00101
7,8,14000,0,5,832000000,0,1,0,00300
5,5,4300,1,3,225000000,0,1,0,00300
5,5,4300,1,3,225000000,1,1,0,00300
2,3,1350,0,1,37000000,1,1,0,00400
6,5,3500,1,3,215000000,0,1,0,00500
3,5,3500,0,2,165000000,0,1,0,00500
3,5,2500,0,2,147500000,0,1,0,00500
4,7,3000,1,2,145000000,1,1,0,00500
4,5,3500,0,2,140000000,0,1,0,00500
4,4,5200,0,2,130000000,0,1,0,00500
4,5,4000,1,2,115000000,0,1,0,00500
3,4,4500,0,2,110000000,0,1,0,00500
3,5,3500,0,1,95000000,0,1,0,00500
5,7,3000,1,1,95000000,0,1,0,00500
4,6,4000,0,2,50000000,0,1,0,00500
2,2,2200,0,1,45000000,0,1,0,00500
4,5,3000,0,2,393000000,0,1,0,00600
3,4,3800,1,2,220000000,0,1,0,00600
4,6,2940,0,2,135000000,0,1,0,00600
2,4,2500,0,1,125000000,0,1,0,00600
2,2,2764,1,1,57000000,0,1,0,00600
4,5,3100,0,2,50000000,0,1,0,00600
3,4,2500,0,2,42000000,0,1,0,00600
2,3,1400,0,1,38500000,1,1,0,00600
3,4,1375,1,1,38500000,1,1,0,00600
4,5,3200,0,2,37750000,0,1,0,00600
1,4,2500,0,2,22500000,0,1,1,00600
2,3,1000,0,1,6000000,0,1,1,00600
5,7,5000,0,3,449000000,0,1,0,00700
7,8,5100,0,3,438000000,0,1,0,00700
4,4,3638,1,2,250000000,0,1,0,00700
3,5,2500,0,2,222000000,0,1,0,00700
5,4,4000,0,4,205000000,0,1,0,00700
4,5,3500,0,3,160000000,0,1,0,00700
4,4,5500,0,5,250000000,0,1,0,00800
5,6,3500,0,3,113000000,0,1,0,00800
6,5,4000,1,3,85000000,0,1,0,00800
3,4,3200,0,3,80000000,0,1,0,00800
2,2,1150,0,1,27500000,0,1,0,00800
2,3,1500,0,1,12500000,0,1,0,01400
3,4,2000,0,2,10500000,0,1,1,01500
1,1,544,0,0,1200000,0,1,0,01500
5,5,7500,0,6,273000000,0,1,0,10107
4,4,5000,0,4,180000000,0,1,0,10107
3,4,5500,1,2,82000000,0,1,0,10107
3,3,4000,0,2,87000000,0,1,1,10107
5,5,5200,0,2,65000000,0,1,1,10107
4,4,5000,0,3,100000000,0,1,0,10107
3,5,6000,1,2,82000000,0,1,1,10107
2,4,2200,0,2,30000000,0,1,0,10120
3,4,5521,1,3,80000000,0,1,0,10120
3,4,3500,0,2,85000000,0,1,0,10120
4,4,3500,0,2,30000000,0,1,0,10120
3,5,4500,1,3,85000000,0,1,0,10120
4,5,4000,0,3,47000000,0,1,0,10120
3,3,2150,1,2,40000000,0,1,0,10120
3,4,4000,0,3,50000000,0,1,0,10120
4,4,2700,0,2,39000000,0,1,1,10120
5,7,11500,0,4,195000000,1,1,1,10120
7,8,14000,0,3,180000000,0,1,0,10120
4,5,4000,0,2,120000000,0,1,0,10120
4,4,4000,0,2,120000000,0,1,0,10120
3,5,4012,0,2,110000000,0,1,0,10120
4,5,4500,0,3,110000000,0,1,0,10120
3,5,4012,0,2,100000000,0,1,0,10120
4,5,4000,0,2,50000000,0,1,0,10120
2,3,1200,0,1,20000000,0,1,0,10120
4,4,1000,1,1,60000000,0,1,0,10350
4,5,2500,0,2,58000000,0,1,1,10350
6,8,5000,0,2,60000000,0,1,0,10350
2,3,1800,0,1,32000000,0,1,0,10350
3,3,3600,0,2,95000000,0,1,0,10350
2,4,2243,0,1,108750000,0,1,0,10350
2,3,2500,0,1,75000000,0,1,0,10350
2,3,2500,0,2,75000000,0,1,0,10350
3,4,3200,0,2,46000000,0,1,0,10350
4,4,3200,0,1,46000000,0,1,0,10350
3,4,2200,0,2,40000000,0,1,0,10350
3,4,2200,0,2,40000000,0,1,0,10350
4,4,2000,0,2,54000000,0,1,0,10350
3,3,1696,0,1,25000000,0,1,0,10350
4,4,4400,0,2,45000000,0,1,1,10350
4,5,6600,1,3,150000000,1,1,0,10350
2,3,1900,0,1,36500000,0,1,0,10350
4,6,2200,0,1,55000000,0,1,0,10350
2,5,3744,0,2,21000000,0,1,0,10400
3,4,2450,0,2,25500000,0,1,1,10400
5,7,5890,0,2,60000000,0,1,0,10400
2,5,2000,0,1,8500000,0,1,0,10400
3,4,2000,0,1,27500000,0,1,0,10400
1,3,2000,0,1,11000000,0,1,0,10400
1,3,1560,1,1,12500000,0,1,0,10400